Title,ID,URL,Published Date,Viewer Count,Chapter Markers,Description,Duration,Playlists
Is This Really Europe?!,-eg2Ew_c2XQ,https://www.youtube.com/watch?v=-eg2Ew_c2XQ,2019-08-30 07:21:43 ,4345066,/,"LATEST MERCH: https://teespring.com/en-GB/stores/bald-and-bankrupt
🇷🇺 What do you think of when someone says the word 'Europe'? Maybe Paris or Milan? Maybe the beaches of Spain or the mountains of Switzerland. Well there is another Europe that stretches out along the eastern border of the great continent. There you will find cities and towns the names of which we were not taught in the West but yet they are as much Europe as Manchester or Munich is. I took a trip to towns named after men with blood on their hands to see for myself...",PT23M57S,"☭ Soviet Playlist ☭, 🇷🇺 RUSSIA 🇷🇺"
You Won&#39;t Believe This Russian Road!,t-06FFQh6Zk,https://www.youtube.com/watch?v=t-06FFQh6Zk,2019-08-27 18:55:19 ,2012808,/,"LATEST MERCH: https://teespring.com/en-GB/stores/bald-and-bankrupt
🇷🇺 What do you know about the republic of Mari El deep in Russia on Europe's eastern border? Probably not too much right. What about their language? Well you're not alone and so I went out to rectify that and on the journey there found some weird things...like Barbara Streisand.",PT17M55S,🇷🇺 RUSSIA 🇷🇺
Russian Villager Shocked By His Selfie!,n7IIk--Y2hE,https://www.youtube.com/watch?v=n7IIk--Y2hE,2019-08-25 13:52:52 ,1877503,/,"LATEST MERCH: https://teespring.com/en-GB/stores/bald-and-bankrupt
🇷🇺 Greetings from the republic of Chuvashia in deepest Russia where I went on a hunt for the little known European language of Chuvash. And as usual on the way I met some real characters. Get ready to meet Yuri Alexandrovich, Chuvashia's most dapper gentlemen.",PT13M13S,🇷🇺 RUSSIA 🇷🇺
I Scared A Russian Babushka...,K89GTQ03bCQ,https://www.youtube.com/watch?v=K89GTQ03bCQ,2019-08-23 06:07:00 ,2006045,/,🇷🇺 Soviet Soviet Soviet Soviet Soviet Soviet Soviet Soviet Soviet Soviet Soviet Soviet Soviet Soviet Soviet Soviet Soviet Soviet Soviet...,PT14M39S,🇷🇺 RUSSIA 🇷🇺
Village Babushka Dances For Englishman In Russia,0Qwz8Q4BBrk,https://www.youtube.com/watch?v=0Qwz8Q4BBrk,2019-08-22 05:20:09 ,1357271,/,🇷🇺 Whist travelling the backwaters of Russia I heard about the Mordvoian people who speak a language called Moksha. And so began my journey to a village deep in Europe in search of someone who could teach me a few words.,PT12M13S,🇷🇺 RUSSIA 🇷🇺
Would You Ride This Russian Train?,ypjP7rTc-b4,https://www.youtube.com/watch?v=ypjP7rTc-b4,2019-08-20 21:42:37 ,2955751,"{'DURING MY CHILDHOOD AND SCHOOL DAYS': '6:59 - 7:10', 'ALL THE NATIONALITIES OF THE UNION LIVED TOGETHER SO WELL': '7:10 - 8:32', ""DON'T FORGET WHAT YOU MUST DO ON RUSSIAN TRAINS!"": '8:32 - 12:21'}","🇷🇺 You can take trains from Moscow to all kinds of romantic sounding places; St Petersburg, Vladivostok, Beijing...Well I didn't do that, instead I chose to go to Saransk the capitol of the backwater republic of Mordovia. Yeah I have no idea why I did it either.",PT12M21S,"☭ Soviet Playlist ☭, 🇷🇺 RUSSIA 🇷🇺"
Would You Do This?,BUl6vXvAa8I,https://www.youtube.com/watch?v=BUl6vXvAa8I,2019-08-02 19:12:08 ,2177784,"{'FILM ONE THE ROAD TO MIROVKA': '0:02 - 9:09', 'FILM TWO GEORGIAN MAN SOUP': '9:09 - 16:18', 'FILM THREE SOVIET CRANE CLIMB': '16:18 - 28:01'}",Unfortunately I picked up a pretty bad chest infection and have not been able to film anything. I will go home to recover for a few weeks but before I do I have to ask...would you do this?,PT28M1S,
Party In A Ukrainian Soviet Village!,-4kzBmmGyhA,https://www.youtube.com/watch?v=-4kzBmmGyhA,2019-07-27 15:46:31 ,3673156,/,"🇺🇦 Buying a Soviet bicycle, climbing an abandoned Soviet tower, finding a snake in the toilet, buying village home brew, drunken motorcycle journey and much more....Welcome to what might be Europe's most fun country...Welcome to Ukraine!",PT23M38S,"🇺🇦 Ukraine 🇺🇦, ☭ Soviet Playlist ☭, 🇷🇺 RUSSIA 🇷🇺"
Partying In Europe&#39;s Biggest Slum | Lunik IX,cG4aYsvgchA,https://www.youtube.com/watch?v=cG4aYsvgchA,2019-07-21 11:37:13 ,3507029,"{'IS THERE ANY CHANCE YOUR CHIDREN WILL EVER ESCAPE LUNIK IX?': '3:26 - 8:07', 'AND YOUR FUTURE WIFE WILL BE A PRESIDENT': '8:07 - 9:13', ""THAT'S WHY OUR LOCAL ADMINISTRATION PUT CCTV THERE"": '9:13 - 9:16', 'WHOEVER THROWS TRASH FROM THE WINDOW IS GOING TO BE FINED': '9:16 - 9:19', 'SO HOW MUCH TIME YOU NEED TO CLEAN IT ALL? WE ARE GOING TO COME BACK TO CHECK IT!': '9:19 - 13:05'}",Lunik 9 is an old communist era housing estate built on the outskirts of Kosice in the east of Slovakia. Now it is better known as being Europe’s largest gypsy slum. Everyone told us not to visit because it was dangerous and so I had to go and investigate to see if it was as dangerous as everybody told me or if it was something different. What I found surprised and shocked me. Welcome to the party at Lunik 9!,PT13M5S,☭ Soviet Playlist ☭
Visiting The Witch Doctor,6LunxfjFkgk,https://www.youtube.com/watch?v=6LunxfjFkgk,2019-07-18 09:04:53 ,2907748,/,🇬🇪 For years Alina has suffered with sinus infections. And so when someone in Georgia suggested there was a local way to cure it she was ready to try. Join us on the search for what I called a witch doctor but what locals probably just call' the lady who lives down the road who helps people out sometimes' . Oh and you will also get a taste of a lengthy Georgian toast...,PT11M18S,"☭ Soviet Playlist ☭, 🇬🇪 Georgia 🇬🇪"
The Worst Fisherwoman On The Black Sea!,UeoYqP_2irI,https://www.youtube.com/watch?v=UeoYqP_2irI,2019-07-12 11:04:27 ,1870022,"{'BLACK SEA COAST GEORGIA': '0:07 - 9:37', 'WHY DID YOU DECIDE TO HOLIDAY HERE?': '9:37 - 14:44', 'REAL GEORGIAN FISHERMEN': '14:44 - 15:45', ""BLACK SEA FISH! LET'S TRY IT"": '15:45 - 15:53', 'TO THE BLACK SEA!': '15:53 - 16:19'}","🇬🇪 Georgia sits on the far eastern edge of the Black Sea and so we decided to head to the semi abandoned ex Soviet tourist resort of Kobuleti to try our hand at a spot of fishing to catch our supper. Well, we weren't the best...but we did see a dolphin. Oooh!",PT16M19S,🇬🇪 Georgia 🇬🇪
I Found Europe&#39;s Strangest Town!,im_l1NA-AmM,https://www.youtube.com/watch?v=im_l1NA-AmM,2019-07-09 15:31:07 ,1359122,/,🇬🇪 I have travelled to many places in the former Soviet Union but none quite matched the eerie strangeness of this semi-derelict former Soviet spa resort called Tskaltubo. I felt like I was in an episode of the Twilight Zone.,PT16M43S,🇬🇪 Georgia 🇬🇪
She Has Lived In This Hotel For 25 Years!,yjF4jiOOdPY,https://www.youtube.com/watch?v=yjF4jiOOdPY,2019-07-07 05:03:49 ,1943383,/,🇬🇪 After the fall of the USSR ancient resentments and rivalries that had been kept in check for 70 years suddenly rose up leading to outbreaks of civil wars in various former Soviet Republics. Once such war broke out in the small sub-tropical region of Abkhazia on Georgia's north west coast. The Georgian people were forced to flee over the mountains leaving everything behind. I found some of those refugees still living in the empty shells of Soviet hotels some 25 years on and went to ask them about their story.,PT13M55S,🇬🇪 Georgia 🇬🇪
Slavic Girl Meets Georgian Man,BC7Oe0jB3dA,https://www.youtube.com/watch?v=BC7Oe0jB3dA,2019-07-05 05:20:41 ,5069158,"{'CHIATURA IS A GOOD PLACE': '5:01 - 5:13', 'TO ENGLAND AND GEORGIAN FRIENDSHIP': '5:13 - 6:27', 'BEAUTIFUL APARTMENTS': '6:27 - 17:38', 'THE CABLE CAR WILL WORK AFTER 2 WEEKS': '17:38 - 19:59'}","🇬🇪 We had travelled up through the hills on an old bus to reach the town go Chiatura which was famous for its Soviet cable cars, something I had always wanted to do. But when we got there we found out some bad news. So instead we went out for a wander around town to meet some locals.",PT19M59S,"☭ Soviet Playlist ☭, 🇬🇪 Georgia 🇬🇪"
I Gave A Lada Taxi Driver $3 And Said Drive!,gICk1Wc2cfw,https://www.youtube.com/watch?v=gICk1Wc2cfw,2019-07-03 10:34:37 ,1008905,/,"🚕 In an attempt to try something different I wanted to do a one take, zero edit film. Just press record and see what would happen in those 10 mutes or so. And when I saw a friendly looking taxi driver leaning on his Lada Niva in the Georgian town of Chiatura I had an idea. I gave him 10 Lari and said let's go somewhere...well let's just say there isn't much to see in Chiatura...🇬🇪",PT13M23S,🇬🇪 Georgia 🇬🇪
Caught Sneaking Into Stalin&#39;s Sanatorium!,KAU13mL1fr0,https://www.youtube.com/watch?v=KAU13mL1fr0,2019-07-01 23:38:01 ,2421885,"{""SOVIET SANATORIUM 'SHAKHTER'"": '0:03 - 0:33', ""IT'S NOT ALLOWED!"": '0:33 - 0:37', ""WE CAN'T LOOK AROUND?"": '0:37 - 12:12'}",☭ Tskaltubo is an abandoned Soviet spa resort nestled up in the sub-tropical hills of Georgia. Off limits to everyone and patrolled by a security team it is not an easy place to gain access to. However I thought it was important to see such a place and imagine what it was that went on inside its lavishly decorated rooms.,PT12M12S,🇬🇪 Georgia 🇬🇪
This Is Georgia...Get Ready!,E7-hZYnQV7E,https://www.youtube.com/watch?v=E7-hZYnQV7E,2019-06-29 21:16:32 ,1312014,/,"🇬🇪 New country time and I chose the former Soviet republic of Georgia. Straggling the Caucasus and hugging the Black Sea, Georgia is an ancient land of wine, incredibly friendly people and abandoned Soviet buildings...Get ready!",PT1M33S,🇬🇪 Georgia 🇬🇪
Stalin&#39;s Soviet Theme Park!,V47PzGpmwXo,https://www.youtube.com/watch?v=V47PzGpmwXo,2019-06-27 00:34:51 ,1898853,/,"🇷🇺 Want to visit all the former Soviet republics on a scooter and without leaving Moscow? Well I will show you how....Welcome to Stalin's Soviet theme park in the heart of Moscow, the incredibly beautiful VDNKh.",PT13M53S,🇷🇺 RUSSIA 🇷🇺
Don&#39;t Do This In Russia!,XkEh-6v6rDU,https://www.youtube.com/watch?v=XkEh-6v6rDU,2019-06-25 06:01:53 ,3801869,"{'Supermarket in Moscow': '6:55 - 7:06', 'Moscow Supermarket': '7:06 - 8:11', ""Basil's Cathedral"": '8:11 - 09:14'}","🇷🇺 When travelling into the centre of Moscow by train early in the morning we did not see a ticket machine. It will be ok we thought, nobody will check our tickets...Wrong!",PT9M14S,"☭ Soviet Playlist ☭, 🇷🇺 RUSSIA 🇷🇺"
Hidden Rooms In Moscow&#39;s Soviet Hotel,31TPCwAcWLw,https://www.youtube.com/watch?v=31TPCwAcWLw,2019-06-23 03:11:02 ,1918475,/,☭ Situated on a side street in Moscow is the grand Hotel Soviet. A place unchanged since Stalin and some of the world's worst dictators stayed there. I checked in to explore its corridors and tried to imagine what the walls had seen over the years...,PT11M16S,🇷🇺 RUSSIA 🇷🇺
You Must Do THIS On Russian Trains!,10m7VezKN-4,https://www.youtube.com/watch?v=10m7VezKN-4,2019-06-09 09:54:34 ,4418457,/,Travelling on Russian or Belarusian trains isn't like anywhere else. There are things to know and do. Here I'll show you on the Moscow to Grodno train...,PT12M23S,"☭ Soviet Playlist ☭, 🇧🇾 THE OTHER CHERNOBYL 🇧🇾"
The Secret Soviet Nuclear Bunker 🇲🇩,PgzwGjaTr98,https://www.youtube.com/watch?v=PgzwGjaTr98,2019-06-05 06:18:56 ,2993034,/,"🇲🇩 In this film containing three parts we explore a fist derelict village, then an abandoned Soviet palace in a remote village and finally Object 1180 which was a Soviet nuclear bunker built in the middle of nowhere.",PT25M11S,"☭ Soviet Playlist ☭, 🇲🇩 Moldova 🇲🇩"
Return To The Last House In The Chernobyl  Zone 🇧🇾,lbThP55CtoQ,https://www.youtube.com/watch?v=lbThP55CtoQ,2019-05-27 14:07:53 ,2581962,/,"🇧🇾 With only a day left until my time was up in Belarus, I had one final mission to complete. To head back into the radiation zone and find an old friend of ours. But before that I headed down an old radiated road and found something interesting on the wall of an abandoned house.",PT14M14S,🇧🇾 THE OTHER CHERNOBYL 🇧🇾
Chernobyl Village BBQ Gone Wrong! 🇧🇾,q37qWA2cL5w,https://www.youtube.com/watch?v=q37qWA2cL5w,2019-05-19 08:51:22 ,8089656,/,🇧🇾 If you want to be accepted as a man in the Slavic world you have to know how to cook a good shashlik and make a vodka toast. In this video I wanted to show you how to do that but then the party got crashed by someone who was more expert than me at drinking the sweet juice of the Gods. After that it all went to shit...,PT12M40S,"☭ Soviet Playlist ☭, 🇧🇾 THE OTHER CHERNOBYL 🇧🇾"
The Last House In The Chernobyl Village,FcOS4q0RD-w,https://www.youtube.com/watch?v=FcOS4q0RD-w,2019-05-16 23:07:31 ,5737457,/,🇧🇾 Whilst driving the back roads of the Belarus radiation zone an old man flagged me down and before I could say anything he had climbed into the car and started barking instructions. Soon we were heading down forest tracks towards the abandoned radiated village he called home. And what a home it was!,PT18M17S,"☭ Soviet Playlist ☭, 🇧🇾 THE OTHER CHERNOBYL 🇧🇾"
Return To The Belarus Chernobyl Zone...With Shopping Bags 🇧🇾,ISToBIkSNbM,https://www.youtube.com/watch?v=ISToBIkSNbM,2019-05-13 18:29:26 ,4827066,/,"🇧🇾 Two months ago on a cold morning I headed into the radioactive Chernobyl forests north of the Belarusian town of Vetka. Now I was back to re-trace the people who had invited me into their home and generously shared their food with me. But this time I was bringing  shopping...

Original video is here:
https://www.youtube.com/watch?v=aIC73xZPLgU",PT17M58S,"☭ Soviet Playlist ☭, 🇧🇾 THE OTHER CHERNOBYL 🇧🇾"
Could You Pass The Russian Gopnik Test?!,42DzIDtMJlY,https://www.youtube.com/watch?v=42DzIDtMJlY,2019-05-08 16:40:27 ,3563009,/,"🇧🇾 I have always admired the Russian gopnik lifestyle, the beer, the fashion, the freedom and so when my Slavic friend Alina arrived in Minsk I asked her to teach me the ways of the gopnik.

Get ready for semechki, squatting and Adidas in a gopnik adventure!",PT20M54S,"☭ Soviet Playlist ☭, 🇧🇾 THE OTHER CHERNOBYL 🇧🇾"
Punched By Moldova&#39;s Toughest BOMZH,JOrjRU091Hk,https://www.youtube.com/watch?v=JOrjRU091Hk,2019-05-01 15:57:14 ,2296315,/,"🇲🇩 On my last day in Moldova I had invitations to hang out with some different people but there was only one dude I wanted to spend my final hours in the country with and that was my favourite Moldovan of all, the legend of Kishinev himself. Introducing my friend 'Vova'. Get ready English girls!",PT9M35S,🇲🇩 Moldova 🇲🇩
I Got Drunk With Babushkas 🍷,50pQHccrlHg,https://www.youtube.com/watch?v=50pQHccrlHg,2019-04-22 21:09:02 ,3429091,/,"🍷 Moldova is famous for it's wine but I wanted to try the real stuff, the home-brew that people make so I set off for the villages in search of some wine and drinking partners. I soon found both. Meet the epic babushkas of Moldova...Oh and they want to find me a Moldovan wife🇲🇩",PT13M44S,"☭ Soviet Playlist ☭, 🇲🇩 Moldova 🇲🇩"
This Country Does Not Exist! | Transnistria,5kVnrqBb6y4,https://www.youtube.com/watch?v=5kVnrqBb6y4,2019-04-19 12:37:11 ,6733839,/,🚩Look at a map of Europe and you won't see this thin sliver of a country but it's there and so I went to explore. Get ready to visit the country that does not exist...Welcome to Transnistria or as locals call it Pridnestrovie.,PT18M31S,"☭ Soviet Playlist ☭, 🇲🇩 Moldova 🇲🇩"
The Road To Ratus 🇲🇩,OYHMCMz47L4,https://www.youtube.com/watch?v=OYHMCMz47L4,2019-04-13 22:17:07 ,2166505,/,🇲🇩 Ever been to Ratus in Moldova? Me neither and so I decided to go and investigate the place so you don't have to. On the way I met some great Moldovan people and of course visited some abandoned Soviet buildings.,PT19M13S,🇲🇩 Moldova 🇲🇩
Nobody Visits This Country...Find Out Why,wnDxHTaeNX0,https://www.youtube.com/watch?v=wnDxHTaeNX0,2019-04-11 12:56:25 ,11455344,/,🇲🇩 Moldova is the least visited country in Europe. And so I came to its capital city Kishinev to see why...It did not take long to find the answer. Years of theft and corruption by politicians has left the locals of the country tripping up on broken pavements and walking past abandoned buildings on their way to collect their 40 Euro pensions.,PT16M24S,"☭ Soviet Playlist ☭, 🇲🇩 Moldova 🇲🇩"
🇧🇾 Goodbye Belarus,DB2uXh0YMJk,https://www.youtube.com/watch?v=DB2uXh0YMJk,2019-03-22 04:52:48 ,1644466,"{""YOU'RE A TOURIST?! F**KING AMAZING!"": '1:19 - 3:41', '92 YEARS?! CONGRATULATIONS!': '3:41 - 8:43', 'ELENA IS A BEAUTIFUL NAME': '8:43 - 14:49'}","🇧🇾 Well that is the end of my trip to Belarus ( going back there after one month ), new adventures await in a brand new country next week... Here is a compilation of clips that didn't make the final videos. You will recognise some old friends in there...",PT14M49S,🇧🇾 THE OTHER CHERNOBYL 🇧🇾
The Gangs Of Chechersk 🇧🇾,fok2JbaUidU,https://www.youtube.com/watch?v=fok2JbaUidU,2019-03-19 21:46:19 ,2454477,"{""LET'S HECK OUT THE BEST PARK IN CHECHERSK"": '3:42 - 3:47', ""LET'S INTRODUCE OURSELVES"": '3:47 - 4:42', 'WHAT IS THIS RIVER CALLED?': '4:42 - 5:50', 'ARE THERE CONCERTS HERE IN THE SUMMER?': '5:50 - 6:25', 'WHICH SONG SHALL WE SING?': '6:25 - 09:48'}","🇧🇾 I had survived wolf country, radiation and Viktor but now I was being led into the windy swamps of Chechersk as night approached by a gang of tough looking dudes. Would I survive or had I finally met my match....

📖 Don't forget to purchase your copy of my book about Belarus 'The Burning Edge' by Arthur Chichester. Available on Amazon.",PT9M48S,🇧🇾 THE OTHER CHERNOBYL 🇧🇾
Inside The Belarus Chernobyl Zone 🇧🇾,aIC73xZPLgU,https://www.youtube.com/watch?v=aIC73xZPLgU,2019-03-18 19:12:44 ,5253249,/,🇧🇾 So many vloggers have made the trip to Pripyat to make Chernobyl films that it has become an embarrassing cliche. So I decided to enter the real unexplored Chernobyl zone instead. The one across the border in Belarus. No tour guides here. Just me and my knife ready to face whatever came my way. Join me on a solo journey across the Zone...,PT19M2S,"☭ Soviet Playlist ☭, 🇧🇾 THE OTHER CHERNOBYL 🇧🇾"
I Stayed In Europe&#39;s Cheapest Hotel! 🇧🇾,4qTE7bapkTw,https://www.youtube.com/watch?v=4qTE7bapkTw,2019-03-17 02:09:12 ,2035412,/,🇧🇾 Always wanted to travel to Europe but can't afford it? Well I've discovered a place everyone can afford. Whilst travelling through the provinces of Belarus I stumbled upon a hotel that wouldn't break anyone's budget. Welcome to what must be Europe's cheapest hotel.,PT5M53S,🇧🇾 THE OTHER CHERNOBYL 🇧🇾
Drinking Vodka In A Soviet Apartment...What Could Go Wrong?!,oaletsYICyI,https://www.youtube.com/watch?v=oaletsYICyI,2019-03-15 13:39:40 ,6555303,/,🇧🇾 Nothing better than getting some vodka in and chatting shit with your mates. Especially when it's in a Soviet apartment.,PT16M2S,"☭ Soviet Playlist ☭, 🇧🇾 THE OTHER CHERNOBYL 🇧🇾"
You Won&#39;t Believe This Is Europe In 2019! 🇧🇾,rPprbc0U8yU,https://www.youtube.com/watch?v=rPprbc0U8yU,2019-03-08 11:22:28 ,3825639,/,"🇧🇾 I finally made it to the virtually deserted village of Horoshevka where only a few residents remained and was told that I had taken quite a risk in getting there...

Attention! My book 'The Burning Edge: Travels Through Irradiated Belarus' is available on all Amazon sites. Check it out. It's cheap!",PT15M16S,"☭ Soviet Playlist ☭, 🇧🇾 THE OTHER CHERNOBYL 🇧🇾"
Lost In Deepest Belarus 🇧🇾,YpCSXFZa0JQ,https://www.youtube.com/watch?v=YpCSXFZa0JQ,2019-03-07 12:14:32 ,2416693,"{'FOREST, FARMLAND AND SMALL VILLAGES AND CEMETERIES': '7:13 - 7:17', 'CEMETERIES FULL OF HUNDREDS OF BLUE CROSSES': '7:17 - 7:22', 'THIS REGION OF BELARUS HAS HAD A TRAGIC HISTORY': '7:22 - 20:37', 'HOW MANY KILOMETRES TO THE NEXT VILLAGE?': '20:37 - 24:28'}","🇧🇾 I wanted to take you on a journey with me in this episode to a village in rural Belarus. So I headed to Gomel and from there took an early morning  bus out into the windswept provinces to see what life is like in a Belarus village. Hope you like bleak landscapes and Ladas.

Attention! Don't forget to check out my book: The Burning Edge by Arthur Chichester ( available on all Amazon sites ). Full of crazy tales from Belarus. You'll love it!",PT24M28S,🇧🇾 THE OTHER CHERNOBYL 🇧🇾
Belarus Girl Invites Me for Lunch...I Have To Pay! 🇧🇾,zsa3XWw5hFE,https://www.youtube.com/watch?v=zsa3XWw5hFE,2019-03-05 07:26:27 ,5224215,"{'BULBASHI': '6:21 - 8:10', 'FER-MENTED RYE BREAD DRINK': '8:10 - 8:44', ""'SOLYANKA' MEAT AND VEGETABLE SOUP WITH OLIVES AND LEMON"": '8:44 - 12:15', ""'DRANIKI WITH MECHANKA POTATO PANCAKES WITH PORK IN SAUCE"": '12:15 - 17:36', 'VARENIKI BOILED DUMPLINGS': '17:36 - 21:06'}","🇧🇾 Belarusian cuisine may not be famous but it certainly is good! I was invited by Dua Lipa to try some traditional recipes that fortunately did not include belly buttons. Join me as we try solyanka, vodka, kvass, draniki and perogi.

Instagram for my restaurant companion is: tanya_smaltser",PT21M6S,"☭ Soviet Playlist ☭, 🇧🇾 THE OTHER CHERNOBYL 🇧🇾"
Pink Sausages And Vodka | Journey to The Provinces Of Belarus 🇧🇾,rsVhE4Qn7z8,https://www.youtube.com/watch?v=rsVhE4Qn7z8,2019-03-03 20:50:18 ,3290727,"{""Men's Fashions"": '6:58 - 11:49', 'Shashlik': '11:49 - 20:59', 'The Tovarisch Cinema': '20:59 - 23:06'}","🇧🇾 This is part two of my journey to a provincial city in Belarus. In it we have Lenin statues, vodka and a strange pink sausage made of...Well I have no idea. Join me once again on my trip to Bobruisk.

Part One  of this series: https://www.youtube.com/watch?v=X74KhXTAigs",PT23M6S,"☭ Soviet Playlist ☭, 🇧🇾 THE OTHER CHERNOBYL 🇧🇾"
Back To The USSR | Lost In The Belarus Provinces 🇧🇾,X74KhXTAigs,https://www.youtube.com/watch?v=X74KhXTAigs,2019-03-03 05:51:18 ,4482312,/,🇧🇾 Wanting to escape Minsk for a bit I took a short trip to a provincial town in Belarus called Bobruisk in search of some of the nation's Soviet past. It didn't take long to find it...,PT27M4S,"☭ Soviet Playlist ☭, 🇧🇾 THE OTHER CHERNOBYL 🇧🇾"
Russian Girls Try Indian Food For The First Time! 🇮🇳,G7HIGx4OCzU,https://www.youtube.com/watch?v=G7HIGx4OCzU,2019-02-25 19:45:03 ,3586920,/,🇮🇳 Can you believe that there are people in the world who have never tried Indian food?! Well I know two of them and so invited two of my Russian friends to try Indian food for the first time. Would they like it or not? Let's find out....,PT11M28S,"🇧🇾 THE OTHER CHERNOBYL 🇧🇾, 🇷🇺 RUSSIA 🇷🇺, 🇮🇳 INDIA 🇮🇳"
These Guys Will Crush Pewdiepie | India&#39;s YouTube Sensations 🇮🇳,YxKDop0y4VM,https://www.youtube.com/watch?v=YxKDop0y4VM,2019-02-16 03:48:42 ,298015,/,🇮🇳 Who will defend India's honour and finally defeat Pewdiepie? T Series have not managed it but there is hope: Meet India's future YouTube stars who will one day crush the second most popular vlogger in Brighton.,PT2M47S,
Is Your Country This Crazy? | UFC On The Street 🇮🇳,v56snUZqKFU,https://www.youtube.com/watch?v=v56snUZqKFU,2019-02-15 06:49:33 ,2899451,/,"🇮🇳 In this the first of three short episodes that were filmed within 30 minutes on the same street I ask the question: Is you country this crazy? In the first episode we have street UFC...

Let's welcome the contenders....and some Tony Ferguson jokes.",PT4M5S,
You Won&#39;t Believe What Indians Are Reading! | India&#39;s Largest Second Hand Book Market 🇮🇳,VvMZKOjh1a0,https://www.youtube.com/watch?v=VvMZKOjh1a0,2019-02-14 08:19:58 ,1182888,/,"🇮🇳 Do you like to read books? No me neither! But some old fashioned people do and so on a Sunday afternoon in Delhi I went along to see what these strange people were buying and it was mostly Stormy Daniels and German despots. 

Enjoy you the video you crazy bookworms!",PT10M14S,
🇮🇳 Trying $0.25 Spicy Tibetan Laping Noodles | India Food Vlog,vI2kzE-WTXU,https://www.youtube.com/watch?v=vI2kzE-WTXU,2019-02-14 05:12:36 ,1472805,/,🍜 The Tibetan Colony in northern Delhi is the place to try the foods of Tibet. I went there in search of the infamous spicy Laping noodles. Could I handle the spice? Find out...,PT5M50S,🇮🇳 INDIA 🇮🇳
Could You Handle This Traffic? | Delhi&#39;s Craziest Junction 🇮🇳,TLhGyksrlgQ,https://www.youtube.com/watch?v=TLhGyksrlgQ,2019-02-12 13:28:28 ,588778,/,"🇮🇳 Do you complain about the traffic in your country? Well watch this video and you will never complain again! Milk sellers, crazy rickshaws, fake ambulances, pollution, bhabhis, Chinese tourists...It all happens at Delhi's craziest junction! Could you handle it???",PT10M23S,🇮🇳 INDIA 🇮🇳
Bhabhi Porn Market Of Delhi 🔞,ym21adEKUnk,https://www.youtube.com/watch?v=ym21adEKUnk,2019-02-12 05:08:15 ,1413933,/,🇮🇳 Whilst walking through the streets of Old Delhi I discovered a kiosk selling something I never knew existed. It was something that is unique to the country of India 'Bhabhi magazines'. I had to buy myself a copy and go and read it. Now I want a bhabhi 😍,PT7M13S,🇮🇳 INDIA 🇮🇳
Money Necklace Social Experiment | Thieve&#39;s Market India 🇮🇳,6fZQKoTEEBc,https://www.youtube.com/watch?v=6fZQKoTEEBc,2019-02-11 08:14:36 ,521182,/,"🇮🇳 The question I am asked most by non Indians who watch my videos is 'Am I not afraid of having something stolen in India?' I always tell people that there is nothing to be afraid of in India from theft or violence but to prove my point I headed to the infamous Thieve's market in Delhi with a necklace made of real Indian Rupees. 

🇮🇳 Would someone steal the necklace? Let's find out....",PT4M49S,🇮🇳 INDIA 🇮🇳
🍺 Trying Diablo | Burma&#39;s Strongest Drink,ZELKvzHZBVg,https://www.youtube.com/watch?v=ZELKvzHZBVg,2019-02-06 08:54:26 ,810805,/,"🇲🇲 Bald you must try Diablo when you are in Burma people said. Diablo is epic others promised me...Well I trust you guys, you watch my videos so you must be guys with refined tastes for the finer things in life. How wrong I was...",PT4M46S,🇲🇲 Burma 🇲🇲
🇲🇲 The Road To Mandalay | Burma Travels,mPcdI77D1Hs,https://www.youtube.com/watch?v=mPcdI77D1Hs,2019-02-06 05:14:38 ,1157285,/,🇲🇲 My journey across Burma continued with a road trip to the mystical Asian city of Mandalay. A city whose name conjures up images of the Orient. But first I had to buy a bus ticket...,PT13M26S,🇲🇲 Burma 🇲🇲
🇲🇲 Lost In Burma | Adventures In Squiggle Town,tRC1_AK1-do,https://www.youtube.com/watch?v=tRC1_AK1-do,2019-02-05 12:55:05 ,540007,/,🇲🇲 How do you find your hotel in a land where nobody speaks English and the nation's language is a collection of squiggles?,PT5M38S,🇲🇲 Burma 🇲🇲
World&#39;s Cheapest Barber Shop | Unexpected Ending In Burma!,1XkDqwS7gBk,https://www.youtube.com/watch?v=1XkDqwS7gBk,2019-02-04 13:41:54 ,545786,/,"🇲🇲 Whilst travelling in Burma I found a street barber shack and headed in to have a beard trim. I expected it to be cheap, but not this cheap! 

Amazing people in Burma...",PT4M7S,🇲🇲 Burma 🇲🇲
🇲🇲 Trying 20¢ Cold Burmese Noodles | Worst Meal Ever!,-Lu_6_r5n1U,https://www.youtube.com/watch?v=-Lu_6_r5n1U,2019-02-03 09:23:24 ,914102,/,"🇲🇲 Ever wanted to try cold noodles for breakfast? No me neither, but I did it so that you don't have to! That's just the kind of guy I am! Check out the slimiest meal in Myanmar and feel lucky you never have to eat it 🤢",PT4M24S,🇲🇲 Burma 🇲🇲
Crossing The India-Burma Border On Foot | Welcome To Squiggle Town,07NPy_P2iNU,https://www.youtube.com/watch?v=07NPy_P2iNU,2019-02-02 14:02:14 ,2581469,/,🇮🇳 Just across from the Indian smuggler's town of Moreh is Myanmar ( Burma ). I decided to walk across the border and see what life was like on the other side. Was it the same? Was it different? Watch and find out...,PT24M44S,"🇲🇲 Burma 🇲🇲, 🇮🇳 INDIA 🇮🇳"
